date,runs,totaltime,time_per_run,
20161120,2,0,0.0078125,0.015625,
20161120,2,0,0.0078125,0.015625,
20161120,619,0,45.934861878836834,28433.679503,
20161120,1,0,0.03125,0.03125,
20161120,1,0,0.015625,0.015625,
20161120,1,0,0.015575,0.015575,
20161120,1,0,0.015627,0.015627,
20161120,1,0,0.031251,0.031251,
20161120,1,0,0.015626,0.015626,
20161120,213789,0,0.004663696799180501,997.047075,
20161120,1,0,0.031249,0.031249,
20161120,74968,0,0.004432832208408921,332.320565,
