2016-10-17 18:09:41 -0700
18:09:41:0.044471: LittleFrame.log: I:100{A:70/70,U:10/10}
18:09:41:0.046473: LittleFrame.log: IN:{"food"=>200, "shelter"=>200, "health"=>20, "acquisition"=>40, "role"=>70, "audit"=>20, "equipment"=>180, "security"=>30, "data"=>160, "ojt"=>140, "professional"=>80, "formal"=>40}
18:09:41:0.059482: LittleFrame.log: technical50:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.060482: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.060482: LittleFrame.log: training55:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.061483: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.061483: LittleFrame.log: training60:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.062484: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.062484: LittleFrame.log: training65:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.063484: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.063484: LittleFrame.log: service1:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.064485: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.064485: LittleFrame.log: service11:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.065486: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.065486: LittleFrame.log: service21:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.066486: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.066486: LittleFrame.log: administration26:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.067487: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.067487: LittleFrame.log: administration31:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.068489: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.068489: LittleFrame.log: administration36:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.069488: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.069488: LittleFrame.log: technical41:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.07049: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.07149: LittleFrame.log: technical46:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.07149: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.07249: LittleFrame.log: technical51:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.07249: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.07249: LittleFrame.log: training56:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.073492: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.073492: LittleFrame.log: training61:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.074492: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.075493: LittleFrame.log: training66:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.075493: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.076496: LittleFrame.log: service2:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.077494: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.077494: LittleFrame.log: service12:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.078495: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.078495: LittleFrame.log: service22:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.079496: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.079496: LittleFrame.log: administration27:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.080496: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.080496: LittleFrame.log: administration32:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.081496: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.081496: LittleFrame.log: administration37:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.082497: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.082497: LittleFrame.log: technical42:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.083498: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.083498: LittleFrame.log: technical47:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.084498: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.084498: LittleFrame.log: technical52:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.085499: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.085499: LittleFrame.log: training57:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.0865: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.0865: LittleFrame.log: training62:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.0875: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.088004: LittleFrame.log: training67:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0.0}
18:09:41:0.088505: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.089005: LittleFrame.log: service3:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.089505: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.090006: LittleFrame.log: service13:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.090506: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.091006: LittleFrame.log: service23:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.092007: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.092507: LittleFrame.log: administration28:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.093008: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.093508: LittleFrame.log: administration33:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.094008: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.094509: LittleFrame.log: administration38:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.095009: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.095509: LittleFrame.log: technical43:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.09601: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.09651: LittleFrame.log: technical48:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.09701: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.097511: LittleFrame.log: technical53:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.098011: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.098511: LittleFrame.log: training58:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.099012: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.099012: LittleFrame.log: training63:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.100013: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.100513: LittleFrame.log: training68:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.101014: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.102014: LittleFrame.log: service4:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.102514: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.103015: LittleFrame.log: service14:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.103015: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.104019: LittleFrame.log: service24:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.104019: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.105022: LittleFrame.log: administration29:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.106023: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.107022: LittleFrame.log: administration34:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.107022: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.108022: LittleFrame.log: administration39:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
18:09:41:0.108022: LittleFrame.log: {"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0, "role"=>1, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>2, "professional"=>1, "formal"=>0}
18:09:41:0.109022: LittleFrame.log: technical44:{"food"=>2, "shelter"=>2, "health"=>0, "acquisition"=>0.0, "role"=>0.0, "audit"=>0, "equipment"=>2, "security"=>0, "data"=>2, "ojt"=>0.0, "professional"=>1, "formal"=>0.0}
