type,run,food_needed,food_used,shelter_needed,shelter_used,health_needed,health_used,acquisition_needed,acquisition_used,role_needed,role_used,audit_needed,audit_used,equipment_needed,equipment_used,security_needed,security_used,data_needed,data_used,ojt_needed,ojt_used,professional_needed,professional_used,formal_needed,formal_used,
combination0111,570,275.61389439337313,275.61389439337313,201.9672187027168,201.9672187027168,129.66331333039545,129.66331333039545,2.873839207713317,2.873839207713317,0.0,0.0,325.53871194300194,325.53871194300194,269.0540537714812,269.0540537714812,128.18463070424193,128.18463070424193,280.8769172489606,280.8769172489606,0.0,0.0,153.6772149133453,153.6772149133453,1.7296030298408311,1.7296030298408311,
combination0111,571,276.42979038237087,276.42979038237087,199.11693689511586,199.11693689511586,127.78664592473237,127.78664592473237,2.873839207713317,2.873839207713317,0.0,0.0,320.45975889797035,320.45975889797035,269.10386426845565,269.10386426845565,128.07009588179864,128.07009588179864,279.3067158921217,279.3067158921217,0.0,0.0,151.98270294086126,151.98270294086126,1.7296030298408311,1.7296030298408311,
combination0111,572,278.15851024797814,278.15851024797814,200.13509875246976,200.13509875246976,127.78664592473248,127.78664592473248,2.873839207713317,2.873839207713317,0.0,0.0,325.06115866385056,325.06115866385056,271.83479422353764,271.83479422353764,128.47863132704387,128.47863132704387,282.6654658465143,282.6654658465143,0.0,0.0,152.40867741335884,152.40867741335884,1.7296030298408311,1.7296030298408311,
combination0111,573,277.5716142246101,277.5716142246101,200.35580557150317,200.35580557150317,129.7538276246322,129.7538276246322,2.873839207713317,2.873839207713317,1.1527577764917112,1.1527577764917112,326.24338575958717,326.24338575958717,271.8347942235374,271.8347942235374,126.8239506311902,126.8239506311902,282.9190797261699,282.9190797261699,0.0,0.0,152.25737746816324,152.25737746816324,3.4592060596816623,3.4592060596816623,
combination0111,574,275.9982679470721,275.9982679470721,197.38667080027602,197.38667080027602,128.64752414991688,128.64752414991688,2.873839207713317,2.873839207713317,1.1527577764917112,1.1527577764917112,325.75143590513426,325.75143590513426,269.80826785252765,269.80826785252765,126.72625800348672,126.72625800348672,279.9284820483322,279.9284820483322,0.0,0.0,152.25737746816324,152.25737746816324,3.4592060596816623,3.4592060596816623,
combination0111,575,278.548397707757,278.548397707757,200.1832936293485,200.1832936293485,130.62612049861244,130.62612049861244,2.873839207713317,2.873839207713317,1.1527577764917112,1.1527577764917112,328.17634497190465,328.17634497190465,271.61195673440363,271.61195673440363,126.72625800348672,126.72625800348672,282.5708883892329,282.5708883892329,0.0,0.0,154.81391832133025,154.81391832133025,3.4592060596816623,3.4592060596816623,
combination0111,576,284.7718619360255,284.7718619360255,204.0787014098647,204.0787014098647,132.58076435708944,132.58076435708944,2.873839207713317,2.873839207713317,0.0,0.0,328.66907517248796,328.66907517248796,276.01394160153234,276.01394160153234,128.68323376971097,128.68323376971097,289.24854054004163,289.24854054004163,6.852971585230279,6.852971585230279,157.54886751110402,157.54886751110402,1.7296030298408311,1.7296030298408311,
combination0111,577,288.4852206293027,288.4852206293027,206.9600547813109,206.9600547813109,135.0240780640958,135.0240780640958,2.8738392077133312,2.8738392077133312,0.0,0.0,334.25963930113215,334.25963930113215,281.5251389540002,281.5251389540002,129.48790906266476,129.48790906266476,295.29435895966935,295.29435895966935,6.852971585230279,6.852971585230279,159.7007547037587,159.7007547037587,1.7296030298408311,1.7296030298408311,
combination0111,578,291.12916255130045,291.12916255130045,209.41296613321023,209.41296613321023,134.58473265499438,134.58473265499438,2.8738392077133312,2.8738392077133312,0.0,0.0,333.875502869294,333.875502869294,283.58922501168365,283.58922501168365,130.68854853552259,130.68854853552259,299.7103199082166,299.7103199082166,6.852971585230279,6.852971585230279,161.00780618807096,161.00780618807096,1.7296030298408311,1.7296030298408311,
combination0111,579,296.04925724508996,296.04925724508996,213.0299297255962,213.0299297255962,137.0413190451591,137.0413190451591,2.8738392077133312,2.8738392077133312,0.0,0.0,338.33658150227365,338.33658150227365,285.8170604270632,285.8170604270632,131.8804118091411,131.8804118091411,302.1231679619974,302.1231679619974,6.852971585230279,6.852971585230279,162.39478395583697,162.39478395583697,0.0,0.0,
combination0111,580,302.25280322627736,302.25280322627736,217.44642901834482,217.44642901834482,141.0356980990965,141.0356980990965,2.8738392077133312,2.8738392077133312,0.0,0.0,342.8627739359694,342.8627739359694,291.3481424406525,291.3481424406525,134.5566293997012,134.5566293997012,310.11366211548363,310.11366211548363,19.32449936111152,19.32449936111152,166.68091986481892,166.68091986481892,1.7296030298408311,1.7296030298408311,
combination0111,581,304.3753906309454,304.3753906309454,219.0030731540044,219.0030731540044,142.6436610132817,142.6436610132817,2.8738392077133312,2.8738392077133312,0.0,0.0,345.43209152738416,345.43209152738416,293.2629952557569,293.2629952557569,136.2099680922134,136.2099680922134,312.4281442885788,312.4281442885788,19.32449936111152,19.32449936111152,169.5025081143477,169.5025081143477,1.7296030298408311,1.7296030298408311,
combination0111,582,304.3753906309454,304.3753906309454,219.0030731540044,219.0030731540044,142.6436610132817,142.6436610132817,2.8738392077133312,2.8738392077133312,0.0,0.0,345.43209152738405,345.43209152738405,293.2629952557569,293.2629952557569,136.2099680922134,136.2099680922134,312.4281442885788,312.4281442885788,19.32449936111152,19.32449936111152,169.5025081143477,169.5025081143477,1.7296030298408311,1.7296030298408311,
combination0111,583,304.0456773562097,304.0456773562097,219.0963999076388,219.0963999076388,142.62837339239493,142.62837339239493,2.8738392077133312,2.8738392077133312,0.0,0.0,343.50470242647873,343.50470242647873,293.99196826324624,293.99196826324624,137.00506914086682,137.00506914086682,311.77805093622146,311.77805093622146,19.32449936111152,19.32449936111152,168.1718466615508,168.1718466615508,1.7296030298408311,1.7296030298408311,
combination0111,584,302.3277453386311,302.3277453386311,218.76559906545253,218.76559906545253,143.8927594777621,143.8927594777621,2.8738392077133312,2.8738392077133312,0.0,0.0,343.29405508041566,343.29405508041566,294.37359659409384,294.37359659409384,136.77237359262168,136.77237359262168,310.65127763809346,310.65127763809346,19.32449936111152,19.32449936111152,169.1080742953198,169.1080742953198,1.7296030298408311,1.7296030298408311,
combination0111,585,304.0646516202147,304.0646516202147,218.33771459081515,218.33771459081515,142.61857449481613,142.61857449481613,2.8738392077133312,2.8738392077133312,0.0,0.0,340.2886204664912,340.2886204664912,293.0656834511092,293.0656834511092,138.24344197047552,138.24344197047552,309.80116481964416,309.80116481964416,19.32449936111152,19.32449936111152,168.56570790093488,168.56570790093488,1.7296030298408311,1.7296030298408311,
combination0111,586,304.0646516202147,304.0646516202147,218.33771459081515,218.33771459081515,142.61857449481613,142.61857449481613,2.8738392077133312,2.8738392077133312,0.0,0.0,340.28862046649124,340.28862046649124,293.0656834511092,293.0656834511092,138.24344197047552,138.24344197047552,309.80116481964416,309.80116481964416,19.32449936111152,19.32449936111152,168.56570790093488,168.56570790093488,0.0,0.0,
combination0111,587,304.0646516202147,304.0646516202147,218.33771459081515,218.33771459081515,142.61857449481613,142.61857449481613,2.8738392077133312,2.8738392077133312,0.0,0.0,340.28862046649124,340.28862046649124,293.0656834511092,293.0656834511092,138.24344197047552,138.24344197047552,309.80116481964416,309.80116481964416,19.32449936111152,19.32449936111152,168.56570790093488,168.56570790093488,0.0,0.0,
combination0111,588,303.12309708155544,303.12309708155544,219.2668842837786,219.2668842837786,143.3259028743238,143.3259028743238,2.8738392077133312,2.8738392077133312,0.0,0.0,340.0975262284823,340.0975262284823,291.23213231323416,291.23213231323416,139.53128814087756,139.53128814087756,310.20505168664346,310.20505168664346,19.32449936111152,19.32449936111152,167.8417421186791,167.8417421186791,1.7296030298408311,1.7296030298408311,
combination0111,589,305.2566558326799,305.2566558326799,221.2228478754477,221.2228478754477,145.02291533955102,145.02291533955102,2.8738392077133312,2.8738392077133312,0.0,0.0,341.07544564302316,341.07544564302316,293.46330072012194,293.46330072012194,139.53128814087756,139.53128814087756,311.890328934271,311.890328934271,6.852971585230279,6.852971585230279,169.6237346029094,169.6237346029094,1.7296030298408311,1.7296030298408311,
combination0111,590,306.554288587662,306.554288587662,223.0347903593794,223.0347903593794,146.93553827074402,146.93553827074402,2.8738392077133312,2.8738392077133312,0.0,0.0,341.571224551695,341.571224551695,295.5910750226656,295.5910750226656,139.53128814087756,139.53128814087756,314.671821417519,314.671821417519,6.852971585230279,6.852971585230279,170.57773568397218,170.57773568397218,0.0,0.0,
combination0111,591,306.5542885876619,306.5542885876619,223.03479035937949,223.03479035937949,146.93553827074402,146.93553827074402,2.8738392077133312,2.8738392077133312,0.0,0.0,341.571224551695,341.571224551695,295.5910750226656,295.5910750226656,139.53128814087756,139.53128814087756,314.671821417519,314.671821417519,6.852971585230279,6.852971585230279,170.57773568397218,170.57773568397218,1.7296030298408311,1.7296030298408311,
combination0111,592,302.94693482439925,302.94693482439925,220.5006597227179,220.5006597227179,145.59537965112756,145.59537965112756,2.8738392077133312,2.8738392077133312,0.0,0.0,336.6327131298698,336.6327131298698,293.28990408767544,293.28990408767544,136.95993771401496,136.95993771401496,312.65937256294796,312.65937256294796,6.852971585230279,6.852971585230279,169.39226153813323,169.39226153813323,1.7296030298408311,1.7296030298408311,
combination0111,593,305.2374477695507,305.2374477695507,220.42268780306927,220.42268780306927,145.97453748393315,145.97453748393315,2.8738392077133312,2.8738392077133312,0.0,0.0,337.80981237165764,337.80981237165764,293.70014265676434,293.70014265676434,137.09892212089372,137.09892212089372,313.0866145052811,313.0866145052811,6.852971585230279,6.852971585230279,170.15381202697867,170.15381202697867,1.7296030298408311,1.7296030298408311,
combination0111,594,304.00736570284664,304.00736570284664,220.26469949447517,220.26469949447517,144.53610911566636,144.53610911566636,2.8738392077133312,2.8738392077133312,0.0,0.0,337.30836395066405,337.30836395066405,294.0366443652116,294.0366443652116,138.52247925127713,138.52247925127713,312.92135634430804,312.92135634430804,6.852971585230279,6.852971585230279,168.62745533505282,168.62745533505282,1.7296030298408311,1.7296030298408311,
